HISP_label,MIG_label,LANP,PINCP,NP,RNTP,AGEP
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,14400,3,1300,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,0,3,1300,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,24000,3,1300,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12000,1,380,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,471000,2,1200,50
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23000,2,1200,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,2,880,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,880,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14900,1,540,79
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,41000,1,300,75
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,33000,2,780,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,2,780,26
Cuban,"No, different house in US or Puerto Rico",0999,45000,1,670,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7000,1,780,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,1,770,29
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,12000,5,500,28
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,500,10
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,500,9
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,500,6
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,500,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12000,2,410,70
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9800,2,410,70
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,33000,1,500,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,17000,4,950,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10000,4,950,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,950,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,950,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,1,130,38
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,1,330,21
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,41000,1,730,69
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13000,3,820,86
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,3000,3,820,31
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,3,820,0
Mexican,"Yes, same house (nonmovers)",1200,15000,5,900,30
Honduran,"Yes, same house (nonmovers)",1200,4800,5,900,30
Mexican,"Yes, same house (nonmovers)",1200,-19999,5,900,7
Mexican,"Yes, same house (nonmovers)",1200,-19999,5,900,6
Mexican,"Yes, same house (nonmovers)",0999,-19999,5,900,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,450,1,610,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,29000,1,760,77
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,80800,2,820,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7900,2,820,66
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,16000,1,630,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,1,650,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,1,4,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,1,330,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,42000,1,700,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1450,70000,6,960,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1450,0,6,960,26
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,6,960,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1450,10000,6,960,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1450,15000,6,960,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1450,39000,6,960,56
Puerto Rican,"Yes, same house (nonmovers)",1200,7200,2,920,26
Puerto Rican,"Yes, same house (nonmovers)",1200,-19999,2,920,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2910,95100,1,1300,35
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,5,970,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,19200,5,970,27
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,970,5
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,970,1
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,8300,5,970,33
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1200,42000,4,1100,33
Ecuadorian,"No, different house in US or Puerto Rico",1200,1300,4,1100,29
Ecuadorian,"No, different house in US or Puerto Rico",0999,-19999,4,1100,3
Ecuadorian,"No, different house in US or Puerto Rico",0999,-19999,4,1100,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,1500,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,41700,2,1500,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6700,4,220,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,220,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,220,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,220,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",6290,45000,5,940,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",6290,0,5,940,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,940,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,940,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,940,3
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,3,760,20
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,3,760,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,760,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,4,260,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,260,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,260,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,260,5
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,4000,4,500,59
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,12200,4,500,25
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,500,2
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,4,500,0
Mexican,"Yes, same house (nonmovers)",1200,30000,1,1200,28
Mexican,"Yes, same house (nonmovers)",0999,23000,1,860,52
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,48000,1,1300,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,2,1400,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,197000,2,1400,74
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38000,2,660,66
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7200,2,660,71
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,49830,1,1300,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18700,2,900,68
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14400,2,900,69
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,4,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,4,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,17000,3,1300,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,3,1300,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,3,1300,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1340,90000,1,1100,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,2,1000,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,1000,22
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,28000,2,1200,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,14400,2,1200,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,1800,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,1800,49
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,60000,1,1400,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,1100,63
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,3,1100,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9600,3,1100,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,1,880,50
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,3800,4,650,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,650,7
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,4,650,0
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,55000,4,650,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,3,350,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,36100,3,350,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,350,9
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,27000,5,1200,27
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,1200,13
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,1200,9
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,1200,4
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,36900,5,1200,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,72300,8,750,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,64000,8,750,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6500,8,750,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,8,750,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,68250,8,750,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2300,8,750,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1292,-19999,8,750,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,8,750,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,2,950,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,950,15
Mexican,"Yes, same house (nonmovers)",1200,41000,4,600,33
Mexican,"Yes, same house (nonmovers)",1200,0,4,600,35
Mexican,"Yes, same house (nonmovers)",1200,-19999,4,600,10
Mexican,"Yes, same house (nonmovers)",0999,-19999,4,600,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,16000,1,210,81
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,78420,1,1300,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,1,790,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,1,800,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,900,2,2800,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,224000,2,2800,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,600,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8000,2,600,22
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,24000,2,1000,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,24000,2,1000,22
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1025,103000,4,850,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1025,75000,4,850,43
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,4,850,0
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,850,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9550,3,650,63
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,650,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2800,3,650,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,33000,1,300,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13800,6,1200,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,58500,6,1200,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,1900,6,1200,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,1200,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23700,6,1200,82
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,31000,6,1200,81
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9500,1,880,76
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,1,1300,24
Puerto Rican,"Yes, same house (nonmovers)",1200,10600,3,590,50
Puerto Rican,"Yes, same house (nonmovers)",1200,15000,3,590,48
Puerto Rican,"Yes, same house (nonmovers)",1200,-19999,3,590,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6800,2,550,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6800,2,550,61
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,28800,1,1400,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,19000,3,680,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26000,3,680,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,19000,3,680,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23000,4,910,32
Mexican,"Yes, same house (nonmovers)",0999,-19999,4,910,5
Mexican,"Yes, same house (nonmovers)",0999,-19999,4,910,2
Mexican,"Yes, same house (nonmovers)",1200,12000,4,910,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22400,1,280,69
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,1300,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,3000,4,1300,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1300,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1300,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,300,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,5,300,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2000,5,300,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,300,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2800,5,300,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1170,22000,1,780,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45000,2,1300,29
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,39900,2,1300,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,1,500,75
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,5,700,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,5,700,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,5,700,20
Guatemalan,"Yes, same house (nonmovers)",0999,0,5,700,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,700,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,48200,2,1600,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,1600,13
Dominican,"No, different house in US or Puerto Rico",1200,94000,2,1100,57
Peruvian,"No, different house in US or Puerto Rico",1200,20000,2,1100,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,29200,4,700,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,700,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,700,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,700,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8800,3,50,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,50,87
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,7000,3,50,87
Puerto Rican,"Yes, same house (nonmovers)",1200,0,2,650,25
Honduran,"Yes, same house (nonmovers)",1200,30000,2,650,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7000,1,130,63
Mexican,"No, different house in US or Puerto Rico",1200,38000,3,500,30
Mexican,"No, different house in US or Puerto Rico",1200,30000,3,500,34
Mexican,"No, different house in US or Puerto Rico",1200,-19999,3,500,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45000,1,1400,36
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,1300,3,550,74
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,3,550,74
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,550,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,74000,5,750,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8900,5,750,16
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,5,750,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,750,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,750,21
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35430,1,770,47
Mexican,"Yes, same house (nonmovers)",1200,18000,4,650,43
Mexican,"Yes, same house (nonmovers)",1200,20000,4,650,21
Mexican,"Yes, same house (nonmovers)",1200,0,4,650,18
Mexican,"Yes, same house (nonmovers)",1200,0,4,650,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,1,300,66
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,90000,3,1300,28
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,35000,3,1300,30
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,3,1300,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,590,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,4700,5,590,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,590,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,590,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,590,1
Puerto Rican,"Yes, same house (nonmovers)",1200,38900,3,900,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,36000,3,900,32
Puerto Rican,"Yes, same house (nonmovers)",0999,-19999,3,900,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9200,2,800,21
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,2,800,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22400,1,250,68
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,2,940,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13000,2,940,35
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,50000,3,1400,35
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,3,1400,17
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,1400,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9100,3,120,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,120,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,120,1
Guatemalan,"Yes, same house (nonmovers)",1200,20000,2,780,56
Mexican,"Yes, same house (nonmovers)",1200,20000,2,780,53
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,22700,3,500,70
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,1000,3,500,42
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,58000,3,500,38
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,2100,5,650,31
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,56000,5,650,43
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,650,10
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,650,5
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,650,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38500,2,1200,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,2,1200,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,471000,2,1600,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,48400,2,1600,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13000,1,300,28
Venezuelan,"Yes, same house (nonmovers)",1200,35000,1,1300,28
Dominican,"Yes, same house (nonmovers)",0999,600,6,1000,61
Mexican,"Yes, same house (nonmovers)",1200,32000,6,1000,50
Mexican,"Yes, same house (nonmovers)",1200,32000,6,1000,50
Honduran,"Yes, same house (nonmovers)",1200,37000,6,1000,34
Honduran,"Yes, same house (nonmovers)",1200,37000,6,1000,34
Dominican,"Yes, same house (nonmovers)",1200,17000,6,1000,61
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,29000,1,840,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,1,690,62
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",2575,5500,4,1500,53
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,130,4,1500,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",2575,600,4,1500,17
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",2575,40000,4,1500,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,1,1200,55
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",1200,9500,2,400,31
Uruguayan,"Yes, same house (nonmovers)",1200,13300,2,400,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,1,550,52
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,80000,2,1800,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,43000,2,1800,31
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,40000,3,1100,37
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,3,1100,16
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,3,1100,15
Cuban,"No, different house in US or Puerto Rico",0999,30000,1,1400,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6000,2,300,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,300,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,4,500,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,500,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,500,11
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,8700,4,500,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,4,300,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,300,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,300,4
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,4,300,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12100,1,400,61
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7000,2,150,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,150,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40600,1,1400,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,50000,2,2800,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,50000,2,2800,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,68000,4,1500,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,53000,4,1500,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2000,4,1500,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1500,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12300,2,980,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,980,7
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,24000,1,550,61
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7000,2,900,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7000,2,900,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,530,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12000,2,530,92
Mexican,"Yes, same house (nonmovers)",1200,16000,4,520,39
Mexican,"Yes, same house (nonmovers)",1200,17100,4,520,37
Mexican,"Yes, same house (nonmovers)",0999,-19999,4,520,12
Mexican,"Yes, same house (nonmovers)",0999,-19999,4,520,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,29800,5,450,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,3800,5,450,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,450,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,450,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,450,5
